engine_id,max_abs_error,n_checkpoints
22,31.752120971679688,5
27,70.34292602539062,5
31,15.121551513671875,5
33,39.1502685546875,5
34,15.8341064453125,5
38,10.905075073242188,5
46,30.47894287109375,5
49,48.11016082763672,5
50,13.574806213378906,5
77,42.129112243652344,5
81,19.014808654785156,5
84,55.21437072753906,5
88,41.79707336425781,5
93,23.506011962890625,5
97,11.397659301757812,5
